xml_path,object_index,image_name,image_path,xmin,ymin,xmax,ymax,plate_text,status,reason
,0,Skoda-Fabia-528239c.jpg_0000_0291_0343_0222_0051.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Skoda-Fabia-528239c.jpg_0000_0291_0343_0222_0051.png,0,0,222,51,MH04GE5052,ok,
,0,Renault-Duster-523707e.jpg_0000_0403_0285_0191_0054.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Renault-Duster-523707e.jpg_0000_0403_0285_0191_0054.png,0,0,191,54,MHI4DN6372,ok,
,0,Mahindra-Scorpio-517155e.jpg_0349_0135_0326_0107_0035.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Mahindra-Scorpio-517155e.jpg_0349_0135_0326_0107_0035.png,0,0,107,35,18HT4BKZ799,ok,
,0,Tata-Safari-525713c.jpg_0000_0314_0479_0211_0049.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Tata-Safari-525713c.jpg_0000_0314_0479_0211_0049.png,0,0,211,49,WB3849449,ok,
,0,Ford-Fiesta-513047e.jpg_0358_0257_0379_0284_0066.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Fiesta-513047e.jpg_0358_0257_0379_0284_0066.png,0,0,284,66,MH43X7188,ok,
,0,Maruti-Suzuki-Ertiga-514468h.jpg_0017_0694_0255_0156_0036.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Ertiga-514468h.jpg_0017_0694_0255_0156_0036.png,0,0,156,36,0L7CXG9UL,ok,
,0,Tata-Indica-Vista-513917d.jpg_0355_0144_0290_0143_0040.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Tata-Indica-Vista-513917d.jpg_0355_0144_0290_0143_0040.png,0,0,143,40,APZTAB4688,ok,
,0,Chevrolet-Spark-529936b.jpg_0000_0335_0466_0142_0045.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-529936b.jpg_0000_0335_0466_0142_0045.png,0,0,142,45,MH14BK9931,ok,
,0,Maruti-Suzuki-Swift-529140c.jpg_0000_0206_0429_0181_0058.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Swift-529140c.jpg_0000_0206_0429_0181_0058.png,0,0,181,58,F856C0180,ok,
,0,Honda-Civic-519967c.jpg_0000_0266_0234_0246_0059.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Honda-Civic-519967c.jpg_0000_0266_0234_0246_0059.png,0,0,246,59,DL3CBE1458,ok,
,0,Hyundai-Eon-528686c.jpg_0004_0320_0452_0231_0074.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-Eon-528686c.jpg_0004_0320_0452_0231_0074.png,0,0,231,74,DL7CL7834,ok,
,0,Honda-City-524408h.jpg_0000_0259_0410_0269_0063.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Honda-City-524408h.jpg_0000_0259_0410_0269_0063.png,0,0,269,63,MHA3AB860,ok,
,0,Mahindra-Xylo-522442c.jpg_0000_0314_0269_0175_0041.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Mahindra-Xylo-522442c.jpg_0000_0314_0269_0175_0041.png,0,0,175,41,HHL86131,ok,
,0,Hyundai-i20-523894c.jpg_0358_0257_0516_0244_0059.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i20-523894c.jpg_0358_0257_0516_0244_0059.png,0,0,244,59,AP10BB4320,ok,
,0,Hyundai-i10-530304c.jpg_0357_0243_0505_0203_0047.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i10-530304c.jpg_0357_0243_0505_0203_0047.png,0,0,203,47,DL8CS7073,ok,
,0,Honda-Jazz-528699c.jpg_0001_0329_0278_0195_0070.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Honda-Jazz-528699c.jpg_0001_0329_0278_0195_0070.png,0,0,195,70,WB06E0652,ok,
,0,Hyundai-i10-529380c.jpg_0000_0306_0484_0215_0056.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i10-529380c.jpg_0000_0306_0484_0215_0056.png,0,0,215,56,TN02AK3898,ok,
,0,Hyundai-i10-524808b.jpg_0000_0244_0391_0295_0060.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i10-524808b.jpg_0000_0244_0391_0295_0060.png,0,0,295,60,MH03AR3037,ok,
,0,Maruti-Suzuki-Wagon-R-523904c.jpg_0354_0166_0431_0277_0069.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Wagon-R-523904c.jpg_0354_0166_0431_0277_0069.png,0,0,277,69,DL9CN6623,ok,
,0,Maruti-Suzuki-Alto-528911d.jpg_0022_0572_0454_0136_0040.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Alto-528911d.jpg_0022_0572_0454_0136_0040.png,0,0,136,40,MH42EX7388,ok,
,0,Maruti-Suzuki-Alto-527564e.jpg_0000_0117_0295_0075_0017.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Alto-527564e.jpg_0000_0117_0295_0075_0017.png,0,0,75,17,IILOLL4,ok,
,0,Nissan-Micra-525927c.jpg_0356_0284_0405_0216_0056.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Nissan-Micra-525927c.jpg_0356_0284_0405_0216_0056.png,0,0,216,56,L3CBM9158,ok,
,0,Maruti-Suzuki-Wagon-R-530109c.jpg_0005_0380_0338_0215_0056.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Wagon-R-530109c.jpg_0005_0380_0338_0215_0056.png,0,0,215,56,DL8CQ1584,ok,
,0,Hyundai-i10-524328c.jpg_0012_0353_0524_0210_0052.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i10-524328c.jpg_0012_0353_0524_0210_0052.png,0,0,210,52,MHO3AR745S,ok,
,0,Chevrolet-Spark-514304d.jpg_0000_0184_0190_0140_0032.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-514304d.jpg_0000_0184_0190_0140_0032.png,0,0,140,32,MBOZAB4631,ok,
,0,Maruti-Suzuki-Ritz-526164b.jpg_0000_0163_0342_0089_0028.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Ritz-526164b.jpg_0000_0163_0342_0089_0028.png,0,0,89,28,APIOBB8933,ok,
,0,Maruti-Suzuki-Ertiga-513901d.jpg_0013_0375_0210_0132_0031.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Ertiga-513901d.jpg_0013_0375_0210_0132_0031.png,0,0,132,31,1R26U75794,ok,
,0,Hyundai-i10-530199c.jpg_0000_0226_0359_0157_0036.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i10-530199c.jpg_0000_0226_0359_0157_0036.png,0,0,157,36,IN02A7695,ok,
,0,Maruti-Suzuki-Swift-529199c.jpg_0000_0285_0460_0262_0072.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Swift-529199c.jpg_0000_0285_0460_0262_0072.png,0,0,262,72,AP13P8058,ok,
,0,Chevrolet-Optra-Magnum-519836d.jpg_0037_0581_0344_0149_0039.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-Magnum-519836d.jpg_0037_0581_0344_0149_0039.png,0,0,149,39,MH12GV1686,ok,
,0,Chevrolet-Beat-527036f.jpg_0013_0284_0340_0235_0083.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-527036f.jpg_0013_0284_0340_0235_0083.png,0,0,235,83,TN22CS1173,ok,
,0,Chevrolet-Beat-529436c.jpg_0000_0255_0309_0222_0058.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-529436c.jpg_0000_0255_0309_0222_0058.png,0,0,222,58,MH27AR0865,ok,
,0,Hyundai-i20-523669b.jpg_0000_0277_0484_0223_0045.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i20-523669b.jpg_0000_0277_0484_0223_0045.png,0,0,223,45,INIOAE1638,ok,
,0,Hyundai-Verna-514742c.jpg_0355_0086_0154_0144_0043.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-Verna-514742c.jpg_0355_0086_0154_0144_0043.png,0,0,144,43,UZ2CS1403,ok,
,0,Chevrolet-Aveo-U-VA-524364c.jpg_0358_0273_0356_0254_0059.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Aveo-U-VA-524364c.jpg_0358_0273_0356_0254_0059.png,0,0,254,59,DL9T0471,ok,
,0,Maruti-Suzuki-Swift-524509c.jpg_0007_0378_0532_0204_0068.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Swift-524509c.jpg_0007_0378_0532_0204_0068.png,0,0,204,68,MH14DT9633,ok,
,0,Toyota-Innova-518617c.jpg_0002_0291_0348_0228_0067.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Toyota-Innova-518617c.jpg_0002_0291_0348_0228_0067.png,0,0,228,67,MH43AF1464,ok,
,0,Maruti-Suzuki-Swift-528479e.jpg_0346_0088_0326_0166_0050.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Swift-528479e.jpg_0346_0088_0326_0166_0050.png,0,0,166,50,MH12GF7583,ok,
,0,Hyundai-Verna-528218e.jpg_0000_0222_0166_0154_0045.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-Verna-528218e.jpg_0000_0222_0166_0154_0045.png,0,0,154,45,IHL3N4129,ok,
,0,Honda-City-ZX-527281c.jpg_0009_0407_0390_0207_0048.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Honda-City-ZX-527281c.jpg_0009_0407_0390_0207_0048.png,0,0,207,48,MHO2JP1491,ok,
,0,Toyota-Innova-530293c.jpg_0000_0285_0347_0191_0044.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Toyota-Innova-530293c.jpg_0000_0285_0347_0191_0044.png,0,0,191,44,MH43AL9888,ok,
,0,Hyundai-Santro-Xing-519773d.jpg_0353_0174_0280_0166_0062.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-Santro-Xing-519773d.jpg_0353_0174_0280_0166_0062.png,0,0,166,62,MT2EM9358,ok,
,0,Ford-Figo-514785e.jpg_0000_0122_0173_0143_0042.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Figo-514785e.jpg_0000_0122_0173_0143_0042.png,0,0,143,42,GJLKN7175,ok,
,0,Honda-Civic-525755c.jpg_0344_0156_0277_0197_0076.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Honda-Civic-525755c.jpg_0344_0156_0277_0197_0076.png,0,0,197,76,KL7BF10157,ok,
,0,Hyundai-Santro-Xing-529819c.jpg_0001_0255_0288_0206_0055.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-Santro-Xing-529819c.jpg_0001_0255_0288_0206_0055.png,0,0,206,55,DL8C4926,ok,
,0,Honda-City-527920c.jpg_0003_0274_0340_0265_0071.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Honda-City-527920c.jpg_0003_0274_0340_0265_0071.png,0,0,265,71,MHOLAH997,ok,
,0,Skoda-Laura-525003c.jpg_0000_0293_0271_0202_0056.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Skoda-Laura-525003c.jpg_0000_0293_0271_0202_0056.png,0,0,202,56,KA04ME4151,ok,
,0,Maruti-Suzuki-A-Star-525076c.jpg_0348_0053_0215_0097_0024.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-A-Star-525076c.jpg_0348_0053_0215_0097_0024.png,0,0,97,24,641KC2132,ok,
,0,Maruti-Suzuki-Swift-Dzire-523498c.jpg_0000_0254_0340_0184_0060.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Swift-Dzire-523498c.jpg_0000_0254_0340_0184_0060.png,0,0,184,60,DLSCH8885,ok,
,0,Tata-Nano-527807c.jpg_0358_0302_0487_0248_0055.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Tata-Nano-527807c.jpg_0358_0302_0487_0248_0055.png,0,0,248,55,AP31BT9732,ok,
,0,Chevrolet-Cruze-522196c.jpg_0359_0333_0377_0219_0055.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-522196c.jpg_0359_0333_0377_0219_0055.png,0,0,219,55,MK0LEF8726,ok,
,0,Maruti-Suzuki-Alto-521597c.jpg_0000_0153_0304_0149_0061.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Alto-521597c.jpg_0000_0153_0304_0149_0061.png,0,0,149,61,IN22BU0781,ok,
,0,Mahindra-Quanto-528717c.jpg_0000_0278_0512_0198_0050.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Mahindra-Quanto-528717c.jpg_0000_0278_0512_0198_0050.png,0,0,198,50,WB164C2063,ok,
,0,Maruti-Suzuki-Alto-528270c.jpg_0355_0259_0472_0282_0083.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Alto-528270c.jpg_0355_0259_0472_0282_0083.png,0,0,282,83,AP28BP5030,ok,
,0,Chevrolet-Spark-526203c.jpg_0000_0215_0308_0279_0073.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-526203c.jpg_0000_0215_0308_0279_0073.png,0,0,279,73,AP29AR5889,ok,
,0,Maruti-Suzuki-Ritz-523851b.jpg_0334_0112_0376_0170_0055.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Ritz-523851b.jpg_0334_0112_0376_0170_0055.png,0,0,170,55,IH14CS9816,ok,
,0,Chevrolet-Spark-527455c.jpg_0004_0337_0287_0203_0049.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-527455c.jpg_0004_0337_0287_0203_0049.png,0,0,203,49,PB59A1367,ok,
,0,Hyundai-i10-527133d.jpg_0015_0627_0371_0133_0047.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i10-527133d.jpg_0015_0627_0371_0133_0047.png,0,0,133,47,6J1KS6929,ok,
,0,Maruti-Suzuki-A-Star-520842b.jpg_0000_0297_0467_0222_0052.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-A-Star-520842b.jpg_0000_0297_0467_0222_0052.png,0,0,222,52,MHOZBM1873,ok,
,0,Hyundai-Verna-524863c.jpg_0000_0276_0286_0198_0058.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-Verna-524863c.jpg_0000_0276_0286_0198_0058.png,0,0,198,58,PBIOCJ0029,ok,
,0,Hyundai-i10-525082b.jpg_0000_0118_0263_0122_0027.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i10-525082b.jpg_0000_0118_0263_0122_0027.png,0,0,122,27,GJHR8803,ok,
,0,Hyundai-Eon-525721b.jpg_0028_0573_0465_0125_0047.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-Eon-525721b.jpg_0028_0573_0465_0125_0047.png,0,0,125,47,KLO7BU523,ok,
,0,Hyundai-i10-530190b.jpg_0338_0040_0452_0151_0058.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i10-530190b.jpg_0338_0040_0452_0151_0058.png,0,0,151,58,0LTOCA6229,ok,
,0,Maruti-Suzuki-Wagon-R-523843c.jpg_0355_0251_0345_0215_0079.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Wagon-R-523843c.jpg_0355_0251_0345_0215_0079.png,0,0,215,79,KL57A6833,ok,
,0,Maruti-Suzuki-Alto-523942c.jpg_0359_0266_0472_0252_0072.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Alto-523942c.jpg_0359_0266_0472_0252_0072.png,0,0,252,72,TN05AL1191,ok,
,0,Mahindra-Xylo-522884c.jpg_0000_0276_0317_0196_0056.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Mahindra-Xylo-522884c.jpg_0000_0276_0317_0196_0056.png,0,0,196,56,DL3CAS4229,ok,
,0,Tata-Indigo-eCS-513911d.jpg_0000_0148_0196_0182_0042.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Tata-Indigo-eCS-513911d.jpg_0000_0148_0196_0182_0042.png,0,0,182,42,AP2OAL6679,ok,
,0,Maruti-Suzuki-SX4-523698c.jpg_0356_0284_0278_0194_0071.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-SX4-523698c.jpg_0356_0284_0278_0194_0071.png,0,0,194,71,MHIZET7118,ok,
,0,Honda-City-529661b.jpg_0001_0229_0207_0207_0059.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Honda-City-529661b.jpg_0001_0229_0207_0207_0059.png,0,0,207,59,DL3CAY8618,ok,
,0,Hyundai-i10-530381c.jpg_0350_0277_0433_0192_0046.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i10-530381c.jpg_0350_0277_0433_0192_0046.png,0,0,192,46,INDAAR4483,ok,
,0,Fiat-Palio-Stile-526693c.jpg_0000_0268_0259_0161_0054.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Fiat-Palio-Stile-526693c.jpg_0000_0268_0259_0161_0054.png,0,0,161,54,0H054J6120,ok,
,0,Chevrolet-Spark-522822c.jpg_0000_0274_0337_0262_0061.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-522822c.jpg_0000_0274_0337_0262_0061.png,0,0,262,61,AP9BN4684,ok,
,0,Maruti-Suzuki-Wagon-R-527295c.jpg_0001_0293_0348_0227_0053.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Wagon-R-527295c.jpg_0001_0293_0348_0227_0053.png,0,0,227,53,API1AC6483,ok,
,0,Maruti-Suzuki-Wagon-R-522229c.jpg_0000_0289_0357_0183_0045.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Wagon-R-522229c.jpg_0000_0289_0357_0183_0045.png,0,0,183,45,MHO4EQ6832,ok,
,0,Honda-Civic-523450c.jpg_0026_0549_0446_0130_0035.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Honda-Civic-523450c.jpg_0026_0549_0446_0130_0035.png,0,0,130,35,HRE6MLE,ok,
,0,Maruti-Suzuki-Zen-Estilo-527386e.jpg_0000_0177_0313_0154_0042.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Zen-Estilo-527386e.jpg_0000_0177_0313_0154_0042.png,0,0,154,42,MH02BG4844,ok,
,0,Hyundai-Eon-527663c.jpg_0012_0306_0313_0114_0027.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-Eon-527663c.jpg_0012_0306_0313_0114_0027.png,0,0,114,27,4H43ANU6OL,ok,
,0,Hyundai-i20-526981c.jpg_0002_0184_0366_0174_0041.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Hyundai-i20-526981c.jpg_0002_0184_0366_0174_0041.png,0,0,174,41,MBOZAE3951,ok,
,0,Maruti-Suzuki-Alto-800-527041c.jpg_0000_0287_0469_0234_0060.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Maruti-Suzuki-Alto-800-527041c.jpg_0000_0287_0469_0234_0060.png,0,0,234,60,TN20CX4108,ok,
,0,Skoda-Fabia-517152b.jpg_0013_0493_0445_0174_0044.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Skoda-Fabia-517152b.jpg_0013_0493_0445_0174_0044.png,0,0,174,44,MH12EX2459,ok,
,0,Toyota-Innova-526314c.jpg_0353_0180_0454_0176_0092.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Toyota-Innova-526314c.jpg_0353_0180_0454_0176_0092.png,0,0,176,92,DLCAE3388,ok,
