xml_path,object_index,image_name,image_path,xmin,ymin,xmax,ymax,plate_text,status,reason
,0,Chevrolet-Aveo-U-VA-524364c.jpg_0358_0273_0356_0254_0059.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Aveo-U-VA-524364c.jpg_0358_0273_0356_0254_0059.png,0,0,254,59,DL9T0471,ok,
,0,Chevrolet-Aveo-U-VA-527747c.jpg_0352_0186_0301_0166_0060.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Aveo-U-VA-527747c.jpg_0352_0186_0301_0166_0060.png,0,0,166,60,MH12FU780,ok,
,0,Chevrolet-Aveo-U-VA-528435c.jpg_0350_0204_0276_0165_0058.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Aveo-U-VA-528435c.jpg_0350_0204_0276_0165_0058.png,0,0,165,58,MHIFK46647,ok,
,0,Chevrolet-Aveo-U-VA-528838b.jpg_0000_0339_0260_0119_0027.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Aveo-U-VA-528838b.jpg_0000_0339_0260_0119_0027.png,0,0,119,27,,invalid,missing_plate_text
,0,Chevrolet-Beat-514297d.jpg_0000_0192_0195_0128_0036.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-514297d.jpg_0000_0192_0195_0128_0036.png,0,0,128,36,W802443572,ok,
,0,Chevrolet-Beat-518452c.jpg_0000_0215_0515_0264_0070.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-518452c.jpg_0000_0215_0515_0264_0070.png,0,0,264,70,DLIOC83I3Z,ok,
,0,Chevrolet-Beat-519533c.jpg_0006_0402_0386_0232_0067.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-519533c.jpg_0006_0402_0386_0232_0067.png,0,0,232,67,NDHB06J5095,ok,
,0,Chevrolet-Beat-519533g.jpg_0002_0313_0493_0229_0053.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-519533g.jpg_0002_0313_0493_0229_0053.png,0,0,229,53,0BOGJ5095,ok,
,0,Chevrolet-Beat-520847c.jpg_0000_0229_0388_0206_0089.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-520847c.jpg_0000_0229_0388_0206_0089.png,0,0,206,89,DL9CT3301,ok,
,0,Chevrolet-Beat-520933g.jpg_0000_0166_0238_0097_0032.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-520933g.jpg_0000_0166_0238_0097_0032.png,0,0,97,32,,invalid,missing_plate_text
,0,Chevrolet-Beat-523150c.jpg_0002_0246_0343_0215_0050.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-523150c.jpg_0002_0246_0343_0215_0050.png,0,0,215,50,PB414Q4942,ok,
,0,Chevrolet-Beat-523424c.jpg_0000_0325_0316_0165_0057.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-523424c.jpg_0000_0325_0316_0165_0057.png,0,0,165,57,WB62B5I70,ok,
,0,Chevrolet-Beat-523553c.jpg_0008_0195_0213_0145_0054.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-523553c.jpg_0008_0195_0213_0145_0054.png,0,0,145,54,GJAKR4018,ok,
,0,Chevrolet-Beat-525743c.jpg_0354_0218_0342_0242_0077.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-525743c.jpg_0354_0218_0342_0242_0077.png,0,0,242,77,LKL16F7310,ok,
,0,Chevrolet-Beat-526749c.jpg_0000_0285_0399_0201_0047.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-526749c.jpg_0000_0285_0399_0201_0047.png,0,0,201,47,DL13CBO545,ok,
,0,Chevrolet-Beat-527036f.jpg_0013_0284_0340_0235_0083.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-527036f.jpg_0013_0284_0340_0235_0083.png,0,0,235,83,TN22CS1173,ok,
,0,Chevrolet-Beat-527214b.jpg_0000_0341_0409_0173_0045.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-527214b.jpg_0000_0341_0409_0173_0045.png,0,0,173,45,MIL04FA6281,ok,
,0,Chevrolet-Beat-527214d.jpg_0000_0286_0240_0215_0059.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-527214d.jpg_0000_0286_0240_0215_0059.png,0,0,215,59,MH04EA6281,ok,
,0,Chevrolet-Beat-527214g.jpg_0000_0285_0236_0216_0061.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-527214g.jpg_0000_0285_0236_0216_0061.png,0,0,216,61,MH04FA6281,ok,
,0,Chevrolet-Beat-528001c.jpg_0348_0044_0316_0169_0066.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-528001c.jpg_0348_0044_0316_0169_0066.png,0,0,169,66,LC432618,ok,
,0,Chevrolet-Beat-528245c.jpg_0000_0200_0358_0288_0064.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-528245c.jpg_0000_0200_0358_0288_0064.png,0,0,288,64,AP10AZ1O99,ok,
,0,Chevrolet-Beat-528506d.jpg_0025_0632_0401_0137_0028.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-528506d.jpg_0025_0632_0401_0137_0028.png,0,0,137,28,,invalid,missing_plate_text
,0,Chevrolet-Beat-528842d.jpg_0327_0737_0368_0096_0024.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-528842d.jpg_0327_0737_0368_0096_0024.png,0,0,96,24,TL0I,ok,
,0,Chevrolet-Beat-529436c.jpg_0000_0255_0309_0222_0058.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-529436c.jpg_0000_0255_0309_0222_0058.png,0,0,222,58,MH27AR0865,ok,
,0,Chevrolet-Beat-530356c.jpg_0000_0258_0394_0193_0059.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-530356c.jpg_0000_0258_0394_0193_0059.png,0,0,193,59,L030,ok,
,0,Chevrolet-Beat-530367c.jpg_0015_0282_0426_0274_0041.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Beat-530367c.jpg_0015_0282_0426_0274_0041.png,0,0,274,41,BQ3406,ok,
,0,Chevrolet-Captiva-524767c.jpg_0029_0460_0242_0120_0032.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Captiva-524767c.jpg_0029_0460_0242_0120_0032.png,0,0,120,32,OLI3CA3456,ok,
,0,Chevrolet-Captiva-524767e.jpg_0348_0049_0207_0136_0054.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Captiva-524767e.jpg_0348_0049_0207_0136_0054.png,0,0,136,54,DLI43456,ok,
,0,Chevrolet-Captiva-525852c.jpg_0354_0164_0224_0118_0030.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Captiva-525852c.jpg_0354_0164_0224_0118_0030.png,0,0,118,30,KHASCTL851,ok,
,0,Chevrolet-Cruze-514328c.jpg_0000_0160_0173_0136_0046.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-514328c.jpg_0000_0160_0173_0136_0046.png,0,0,136,46,M02BP5008,ok,
,0,Chevrolet-Cruze-521616c.jpg_0339_0021_0273_0187_0045.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-521616c.jpg_0339_0021_0273_0187_0045.png,0,0,187,45,UAZSES1396,ok,
,0,Chevrolet-Cruze-522054c.jpg_0357_0294_0307_0257_0062.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-522054c.jpg_0357_0294_0307_0257_0062.png,0,0,257,62,GINBBA5429,ok,
,0,Chevrolet-Cruze-522196c.jpg_0359_0333_0377_0219_0055.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-522196c.jpg_0359_0333_0377_0219_0055.png,0,0,219,55,MK0LEF8726,ok,
,0,Chevrolet-Cruze-522196h.jpg_0000_0242_0509_0328_0070.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-522196h.jpg_0000_0242_0509_0328_0070.png,0,0,328,70,MHOLEF8726,ok,
,0,Chevrolet-Cruze-523653d.jpg_0012_0274_0125_0079_0028.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-523653d.jpg_0012_0274_0125_0079_0028.png,0,0,79,28,RJTGCXOA26,ok,
,0,Chevrolet-Cruze-524697c.jpg_0005_0403_0296_0178_0057.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-524697c.jpg_0005_0403_0296_0178_0057.png,0,0,178,57,PB10DN2421,ok,
,0,Chevrolet-Cruze-524899c.jpg_0001_0245_0346_0243_0057.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-524899c.jpg_0001_0245_0346_0243_0057.png,0,0,243,57,NB06F5364,ok,
,0,Chevrolet-Cruze-526996c.jpg_0357_0145_0185_0147_0036.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-526996c.jpg_0357_0145_0185_0147_0036.png,0,0,147,36,,invalid,missing_plate_text
,0,Chevrolet-Cruze-527718f.jpg_0016_0352_0292_0101_0025.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-527718f.jpg_0016_0352_0292_0101_0025.png,0,0,101,25,MH43IN4SSI,ok,
,0,Chevrolet-Cruze-527718h.jpg_0000_0113_0256_0099_0023.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-527718h.jpg_0000_0113_0256_0099_0023.png,0,0,99,23,EW4L34NL685,ok,
,0,Chevrolet-Cruze-527731h.jpg_0000_0362_0166_0118_0075.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-527731h.jpg_0000_0362_0166_0118_0075.png,0,0,118,75,4515MHISCT,ok,
,0,Chevrolet-Cruze-527751c.jpg_0000_0243_0284_0307_0096.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-527751c.jpg_0000_0243_0284_0307_0096.png,0,0,307,96,APIOAY1179,ok,
,0,Chevrolet-Cruze-528085c.jpg_0000_0157_0181_0130_0036.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-528085c.jpg_0000_0157_0181_0130_0036.png,0,0,130,36,MK46P9Z7,ok,
,0,Chevrolet-Cruze-528533b.jpg_0000_0033_0358_0100_0090.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-528533b.jpg_0000_0033_0358_0100_0090.png,0,0,100,90,,invalid,missing_plate_text
,0,Chevrolet-Cruze-528533c.jpg_0000_0245_0325_0188_0044.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-528533c.jpg_0000_0245_0325_0188_0044.png,0,0,188,44,MA92FADEB,ok,
,0,Chevrolet-Cruze-528849b.jpg_0358_0317_0268_0198_0054.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Cruze-528849b.jpg_0358_0317_0268_0198_0054.png,0,0,198,54,KA34N3007,ok,
,0,Chevrolet-Optra-520859b.jpg_0000_0303_0358_0200_0054.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-520859b.jpg_0000_0303_0358_0200_0054.png,0,0,200,54,MHI2EM5804,ok,
,0,Chevrolet-Optra-520859d.jpg_0000_0331_0245_0221_0059.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-520859d.jpg_0000_0331_0245_0221_0059.png,0,0,221,59,MHIZEN58OL,ok,
,0,Chevrolet-Optra-522225c.jpg_0000_0295_0308_0214_0078.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-522225c.jpg_0000_0295_0308_0214_0078.png,0,0,214,78,,invalid,missing_plate_text
,0,Chevrolet-Optra-522225d.jpg_0029_0672_0371_0123_0034.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-522225d.jpg_0029_0672_0371_0123_0034.png,0,0,123,34,MA20K3Z,ok,
,0,Chevrolet-Optra-Magnum-519836d.jpg_0037_0581_0344_0149_0039.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-Magnum-519836d.jpg_0037_0581_0344_0149_0039.png,0,0,149,39,MH12GV1686,ok,
,0,Chevrolet-Optra-Magnum-527337c.jpg_0000_0152_0207_0104_0028.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-Magnum-527337c.jpg_0000_0152_0207_0104_0028.png,0,0,104,28,TN20BS5797,ok,
,0,Chevrolet-Optra-Magnum-528554d.jpg_0000_0300_0313_0219_0069.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-Magnum-528554d.jpg_0000_0300_0313_0219_0069.png,0,0,219,69,MA02AY1I75,ok,
,0,Chevrolet-Optra-SRV-527739c.jpg_0015_0370_0300_0099_0020.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-SRV-527739c.jpg_0015_0370_0300_0099_0020.png,0,0,99,20,,invalid,missing_plate_text
,0,Chevrolet-Optra-SRV-527739d.jpg_0344_0081_0265_0139_0044.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-SRV-527739d.jpg_0344_0081_0265_0139_0044.png,0,0,139,44,MADE01784,ok,
,0,Chevrolet-Optra-SRV-527739e.jpg_0022_0414_0284_0086_0019.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-SRV-527739e.jpg_0022_0414_0284_0086_0019.png,0,0,86,19,,invalid,missing_plate_text
,0,Chevrolet-Optra-SRV-527739f.jpg_0350_0080_0197_0140_0049.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Optra-SRV-527739f.jpg_0350_0080_0197_0140_0049.png,0,0,140,49,M6O2JP1724,ok,
,0,Chevrolet-Spark-514304d.jpg_0000_0184_0190_0140_0032.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-514304d.jpg_0000_0184_0190_0140_0032.png,0,0,140,32,MBOZAB4631,ok,
,0,Chevrolet-Spark-516577b.jpg_0340_0060_0347_0134_0035.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-516577b.jpg_0340_0060_0347_0134_0035.png,0,0,134,35,A2EG5878,ok,
,0,Chevrolet-Spark-516577c.jpg_0000_0229_0215_0180_0053.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-516577c.jpg_0000_0229_0215_0180_0053.png,0,0,180,53,,invalid,missing_plate_text
,0,Chevrolet-Spark-522613b.jpg_0000_0306_0491_0180_0059.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-522613b.jpg_0000_0306_0491_0180_0059.png,0,0,180,59,MH12FK1463,ok,
,0,Chevrolet-Spark-522815c.jpg_0000_0246_0299_0290_0068.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-522815c.jpg_0000_0246_0299_0290_0068.png,0,0,290,68,AP09BR1426,ok,
,0,Chevrolet-Spark-522822c.jpg_0000_0274_0337_0262_0061.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-522822c.jpg_0000_0274_0337_0262_0061.png,0,0,262,61,AP9BN4684,ok,
,0,Chevrolet-Spark-523905c.jpg_0000_0237_0336_0257_0066.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-523905c.jpg_0000_0237_0336_0257_0066.png,0,0,257,66,DL2CAL0238,ok,
,0,Chevrolet-Spark-525141b.jpg_0357_0298_0432_0119_0049.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-525141b.jpg_0357_0298_0432_0119_0049.png,0,0,119,49,MH42GV4495,ok,
,0,Chevrolet-Spark-525141d.jpg_0000_0321_0240_0205_0060.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-525141d.jpg_0000_0321_0240_0205_0060.png,0,0,205,60,,invalid,missing_plate_text
,0,Chevrolet-Spark-526203c.jpg_0000_0215_0308_0279_0073.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-526203c.jpg_0000_0215_0308_0279_0073.png,0,0,279,73,AP29AR5889,ok,
,0,Chevrolet-Spark-527455c.jpg_0004_0337_0287_0203_0049.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-527455c.jpg_0004_0337_0287_0203_0049.png,0,0,203,49,PB59A1367,ok,
,0,Chevrolet-Spark-527714b.jpg_0000_0133_0274_0074_0022.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-527714b.jpg_0000_0133_0274_0074_0022.png,0,0,74,22,F4225V325,ok,
,0,Chevrolet-Spark-527714g.jpg_0347_0105_0196_0112_0034.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-527714g.jpg_0347_0105_0196_0112_0034.png,0,0,112,34,MH028IV3295,ok,
,0,Chevrolet-Spark-527784c.jpg_0000_0356_0322_0184_0062.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-527784c.jpg_0000_0356_0322_0184_0062.png,0,0,184,62,MH2EM6015,ok,
,0,Chevrolet-Spark-528062d.jpg_0336_0015_0237_0152_0060.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-528062d.jpg_0336_0015_0237_0152_0060.png,0,0,152,60,MH12EM6015,ok,
,0,Chevrolet-Spark-528082b.jpg_0340_0129_0368_0079_0040.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-528082b.jpg_0340_0129_0368_0079_0040.png,0,0,79,40,MH4RP7S0,ok,
,0,Chevrolet-Spark-528082d.jpg_0000_0558_0308_0073_0054.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-528082d.jpg_0000_0558_0308_0073_0054.png,0,0,73,54,MA42P7E3D,ok,
,0,Chevrolet-Spark-528875c.jpg_0000_0263_0302_0224_0059.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-528875c.jpg_0000_0263_0302_0224_0059.png,0,0,224,59,MH02BP5424,ok,
,0,Chevrolet-Spark-529084c.jpg_0000_0301_0291_0203_0063.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-529084c.jpg_0000_0301_0291_0203_0063.png,0,0,203,63,WB20H5315,ok,
,0,Chevrolet-Spark-529936b.jpg_0000_0335_0466_0142_0045.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Spark-529936b.jpg_0000_0335_0466_0142_0045.png,0,0,142,45,MH14BK9931,ok,
,0,Chevrolet-Tavera-523056b.jpg_0000_0177_0180_0119_0052.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Tavera-523056b.jpg_0000_0177_0180_0119_0052.png,0,0,119,52,MPAIBC0360,ok,
,0,Chevrolet-Tavera-523920b.jpg_0000_0184_0188_0103_0030.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Tavera-523920b.jpg_0000_0184_0188_0103_0030.png,0,0,103,30,MPAIBC0360,ok,
,0,Chevrolet-Tavera-526711c.jpg_0000_0321_0322_0175_0052.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Chevrolet-Tavera-526711c.jpg_0000_0321_0322_0175_0052.png,0,0,175,52,WBOGA2128,ok,
,0,Fiat-Grande-Punto-525629c.jpg_0000_0293_0434_0216_0057.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Fiat-Grande-Punto-525629c.jpg_0000_0293_0434_0216_0057.png,0,0,216,57,WBO6C9682,ok,
,0,Fiat-Grande-Punto-527738f.jpg_0015_0322_0289_0113_0026.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Fiat-Grande-Punto-527738f.jpg_0015_0322_0289_0113_0026.png,0,0,113,26,MH02BL61D7,ok,
,0,Fiat-Grande-Punto-527738g.jpg_0018_0338_0296_0111_0041.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Fiat-Grande-Punto-527738g.jpg_0018_0338_0296_0111_0041.png,0,0,111,41,MK0ZBIL6107,ok,
,0,Fiat-Grande-Punto-527917d.jpg_0000_0247_0456_0293_0068.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Fiat-Grande-Punto-527917d.jpg_0000_0247_0456_0293_0068.png,0,0,293,68,MH03AW3008,ok,
,0,Fiat-Linea-521577c.jpg_0000_0324_0445_0171_0054.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Fiat-Linea-521577c.jpg_0000_0324_0445_0171_0054.png,0,0,171,54,WB06C2773,ok,
,0,Fiat-Linea-527347c.jpg_0000_0304_0422_0191_0054.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Fiat-Linea-527347c.jpg_0000_0304_0422_0191_0054.png,0,0,191,54,MPO9CJ5252,ok,
,0,Fiat-Palio-Stile-514964d.jpg_0334_0064_0277_0152_0049.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Fiat-Palio-Stile-514964d.jpg_0334_0064_0277_0152_0049.png,0,0,152,49,0HI2EX7946,ok,
,0,Fiat-Palio-Stile-526693b.jpg_0345_0203_0431_0164_0056.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Fiat-Palio-Stile-526693b.jpg_0345_0203_0431_0164_0056.png,0,0,164,56,HHO5A06120,ok,
,0,Fiat-Palio-Stile-526693c.jpg_0000_0268_0259_0161_0054.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Fiat-Palio-Stile-526693c.jpg_0000_0268_0259_0161_0054.png,0,0,161,54,0H054J6120,ok,
,0,Fiat-Palio-Stile-528458c.jpg_0000_0279_0261_0287_0076.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Fiat-Palio-Stile-528458c.jpg_0000_0279_0261_0287_0076.png,0,0,287,76,KL3944864,ok,
,0,Ford-Classic-524901c.jpg_0000_0289_0298_0278_0065.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Classic-524901c.jpg_0000_0289_0298_0278_0065.png,0,0,278,65,,invalid,missing_plate_text
,0,Ford-Classic-527601c.jpg_0006_0328_0332_0279_0070.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Classic-527601c.jpg_0006_0328_0332_0279_0070.png,0,0,279,70,ITN09BK7357,ok,
,0,Ford-Endeavour-529225b.jpg_0000_0159_0229_0079_0026.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Endeavour-529225b.jpg_0000_0159_0229_0079_0026.png,0,0,79,26,,invalid,missing_plate_text
,0,Ford-Endeavour-529225d.jpg_0000_0047_0176_0090_0041.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Endeavour-529225d.jpg_0000_0047_0176_0090_0041.png,0,0,90,41,OJ4KLS96O,ok,
,0,Ford-Endeavour-529482b.jpg_0000_0236_0299_0121_0037.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Endeavour-529482b.jpg_0000_0236_0299_0121_0037.png,0,0,121,37,IKA04MC5235,ok,
,0,Ford-Fiesta--2006-2011--516654c.jpg_0002_0202_0309_0368_0092.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Fiesta--2006-2011--516654c.jpg_0002_0202_0309_0368_0092.png,0,0,368,92,AP29AJ4668,ok,
,0,Ford-Fiesta--2006-2011--519819b.jpg_0350_0198_0340_0164_0041.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Fiesta--2006-2011--519819b.jpg_0350_0198_0340_0164_0041.png,0,0,164,41,MH14AV5091,ok,
,0,Ford-Fiesta--2006-2011--524444c.jpg_0000_0208_0332_0339_0079.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Fiesta--2006-2011--524444c.jpg_0000_0208_0332_0339_0079.png,0,0,339,79,AP28DC6483,ok,
,0,Ford-Fiesta-512535c.jpg_0000_0203_0171_0137_0041.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Fiesta-512535c.jpg_0000_0203_0171_0137_0041.png,0,0,137,41,,invalid,missing_plate_text
,0,Ford-Fiesta-513047e.jpg_0358_0257_0379_0284_0066.png,C:\Users\shrey\Downloads\cvproject\Dataset\in\in\Ford-Fiesta-513047e.jpg_0358_0257_0379_0284_0066.png,0,0,284,66,MH43X7188,ok,
